user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,monthly_spend,primary_device,household_size,created_at,is_churned,watch_watch_date,watch_watch_duration_minutes,watch_progress_percentage,watch_is_download,watch_user_rating,watch_release_year,watch_duration_minutes,watch_imdb_rating,watch_production_budget,watch_box_office_revenue,watch_number_of_seasons,watch_number_of_episodes,watch_is_netflix_original,watch_content_warning,watch_session_id,watch_movie_id,watch_device_type,watch_action,watch_quality,watch_location_country,watch_title,watch_content_type,watch_genre_primary,watch_genre_secondary,watch_rating,watch_language,watch_country_of_origin,watch_added_to_platform,watch_event_count,rec_recommendation_date,rec_time_of_day,rec_recommendation_score,rec_was_clicked,rec_position_in_list,rec_recommendation_id,rec_movie_id,rec_recommendation_type,rec_device_type,rec_algorithm_version,rec_event_count,search_search_date,search_results_returned,search_clicked_result_position,search_search_duration_seconds,search_had_typo,search_used_filters,search_search_id,search_search_query,search_device_type,search_location_country,search_event_count,review_review_date,review_sentiment,review_sentiment_score,review_rating,review_is_verified_watch,review_helpful_votes,review_total_votes,review_review_id,review_movie_id,review_device_type,review_review_text,review_event_count
user_02320,valdezanthony@example.org,Anna,Haney,33.0,Male,Canada,Ontario,Fraziershire,Premium,2023-01-17,5.96,Mobile,3.0,2025-01-25 07:57:42.220277,0,2025-10-24,814.5,51.65,0.23076923076923078,4.0,2002.1538461538462,1229.0,6.033333333333334,8031318.666666667,4954256.5,11.5,105.5,0.23076923076923078,0.3076923076923077,session_098309,movie_0033,Mobile,completed,HD,USA,Love Battle,Movie,War,Music,R,English,USA,2020-10-15,13,2025-08-26,night,0.74325,0.125,13.625,rec_006177,movie_0058,personalized,Tablet,v1.4,8.0,2025-11-12,181.0,,61.2,0.6666666666666666,0.6666666666666666,search_021958,documentaries,Tablet,USA,3.0,2025-03-07,positive,0.843,4.0,1.0,6.0,6.0,review_007447,movie_0908,Laptop,This series is a masterpiece!,1.0
user_02321,rhoward@example.net,Olivia,Cruz,24.0,Male,USA,California,Allenside,Standard,2022-09-29,26.69,Gaming Console,3.0,2022-08-13 17:31:48.388922,0,2025-10-04,397.0,50.019999999999996,0.2,2.75,2004.6,424.0,5.725,6682175.75,8443744.0,,,0.8,0.0,session_011335,movie_0052,Desktop,stopped,HD,USA,Day Journey,Movie,Action,Adventure,TV-PG,English,Canada,2022-02-22,5,2025-12-12,morning,0.8193333333333334,0.0,12.0,rec_000290,movie_0090,trending,Laptop,v1.2,5.0,2025-09-22,98.0,4.0,89.8,0.3333333333333333,1.0,search_005744,action movies,Smart TV,Canada,3.0,,,,,,,,,,,,
user_02322,iwells@example.net,Wendy,Cervantes,35.0,Male,USA,Wisconsin,West Brandon,Premium,2023-08-23,6.63,Gaming Console,7.0,2023-11-11 05:22:37.074062,1,2025-10-02,518.3000000000001,56.628571428571426,0.14285714285714285,2.6666666666666665,2012.5714285714287,540.0,6.971428571428572,,,8.0,95.0,0.14285714285714285,0.42857142857142855,session_005981,movie_0209,Laptop,paused,HD,Canada,Fire King,Documentary,Comedy,Animation,TV-G,English,USA,2020-08-12,7,2025-09-26,night,0.45519999999999994,0.2,10.4,rec_037870,movie_1000,genre_based,Mobile,v1.3,5.0,2024-09-01,228.0,6.0,104.3,0.0,0.25,search_004769,family movies,Laptop,USA,4.0,2024-10-10,positive,0.838,4.0,1.0,4.0,10.0,review_005837,movie_0428,Laptop,Brilliant performance by the cast. Must watch!,2.0
user_02323,michelle48@example.org,Douglas,Farmer,39.0,,USA,Michigan,Lake William,Premium+,2025-03-02,32.79,Laptop,2.0,2024-12-28 02:40:06.020797,1,2025-08-24,297.8,56.7375,0.36363636363636365,,2002.3636363636363,901.0,6.463636363636363,4790269.2,2106307.0,8.5,57.0,0.5454545454545454,0.5454545454545454,session_082864,movie_0055,Desktop,started,4K,USA,Mission Empire,Movie,Fantasy,Action,G,English,UK,2021-04-01,11,2025-11-02,evening,0.403,0.25,6.5,rec_008413,movie_0146,trending,Tablet,v1.4,4.0,2025-02-03,384.0,7.4,51.7,0.0,0.5,search_012254,cooking shows,Laptop,USA,6.0,,,,,,,,,,,,
user_02324,fmartin@example.com,Tyler,Calhoun,30.0,Female,USA,Georgia,West Andrewfurt,Basic,2024-05-17,,Laptop,,2023-07-12 13:47:10.694232,0,2024-08-02,341.4,54.6,0.0,,2012.0,302.0,4.55,436936.0,25050655.0,11.0,58.0,0.3333333333333333,0.0,session_035129,movie_0391,Tablet,stopped,4K,Canada,Big Day,Movie,Crime,Biography,TV-PG,English,Canada,2021-03-22,3,2025-07-25,night,0.36866666666666664,0.3333333333333333,13.333333333333334,rec_010774,movie_0201,similar_users,Mobile,v1.2,3.0,2025-05-25,117.0,,46.4,0.5,0.5,search_006178,halloween movies,Mobile,Canada,2.0,2024-07-06,positive,0.623,4.0,1.0,3.0,7.0,review_006641,movie_0054,Smart TV,This series is a masterpiece!,1.0
user_02325,manningtodd@example.org,Donald,Smith,34.0,Male,Canada,Quebec,South Lindashire,Standard,2022-12-27,14.97,Laptop,,2023-05-03 06:58:35.134321,1,2025-12-11,314.9,40.422222222222224,0.1111111111111111,3.0,2012.888888888889,835.0,5.644444444444444,4304085.0,161189763.33333334,6.0,114.5,0.2222222222222222,0.4444444444444444,session_060005,movie_0590,Mobile,paused,HD,USA,Secret City,Documentary,Adventure,Biography,R,English,USA,2022-12-15,9,2025-03-02,night,0.4363333333333334,0.0,13.0,rec_008432,movie_0114,new_releases,Mobile,v1.2,3.0,2025-11-21,176.0,,83.0,0.6,0.2,search_007200,action movies,Laptop,USA,5.0,2024-05-22,positive,0.719,5.0,1.0,6.0,6.0,review_004999,movie_0047,Tablet,Amazing show! Couldn't stop watching.,1.0
user_02326,lbrown@example.com,Samuel,Carter,45.0,Female,USA,Indiana,Port Michael,Standard,2022-10-27,33.24,Tablet,4.0,2023-09-12 12:30:58.002354,0,2025-11-25,469.59999999999997,58.57000000000001,0.1,4.0,1999.1,863.0,7.17,7283336.0,45277100.75,9.666666666666666,135.0,0.1,0.1,session_073126,movie_0980,Desktop,stopped,HD,USA,War Battle,Movie,Adventure,Biography,NC-17,English,USA,2024-03-11,10,2025-12-23,afternoon,0.46775,0.16666666666666666,12.0,rec_016846,movie_0274,new_releases,Tablet,v1.4,6.0,2025-11-04,162.0,7.5,51.6,0.0,0.3333333333333333,search_011829,classic movies,Laptop,Canada,3.0,,,,,,,,,,,,
user_02327,johnsondaniel@example.com,Mike,Bridges,31.0,Female,USA,Pennsylvania,South Brian,Premium,2024-10-03,2.15,Smart TV,2.0,2025-07-19 15:45:48.967987,0,2025-12-27,786.2,43.40909090909091,0.21428571428571427,4.333333333333333,2010.642857142857,1154.0,5.6,5688530.6,61860381.25,9.333333333333334,131.0,0.2857142857142857,0.2857142857142857,session_016816,movie_0510,Mobile,completed,HD,USA,House Empire,Movie,Animation,Thriller,G,English,USA,2020-12-23,14,2025-04-16,afternoon,0.33075,0.0,13.0,rec_000826,movie_0244,genre_based,Mobile,v1.3,4.0,2025-04-05,185.0,2.5,33.099999999999994,0.5,0.0,search_002907,comedy shows,Laptop,Canada,2.0,2025-11-13,positive,0.701,4.0,1.0,7.0,10.0,review_006081,movie_0139,Laptop,Absolutely loved this movie. Great acting and storyline.,2.0
user_02328,ashley17@example.com,Stephanie,Duarte,25.0,Other,Canada,Newfoundland and Labrador,North Janice,Premium,2023-03-23,,Smart TV,3.0,2023-04-18 17:07:17.993435,0,2025-09-16,698.5,55.38333333333333,0.07692307692307693,3.6666666666666665,2006.4615384615386,1311.0,7.730769230769231,971426.0,33422860.5,7.285714285714286,92.57142857142857,0.38461538461538464,0.15384615384615385,session_000199,movie_0641,Mobile,completed,HD,USA,First Dream,TV Series,Thriller,Sci-Fi,NC-17,English,South Korea,2021-05-28,13,2025-11-25,night,0.6764285714285715,0.125,11.875,rec_001890,movie_0147,genre_based,Tablet,v1.4,8.0,2024-10-26,164.0,9.0,15.0,0.0,0.0,search_003189,animated shows,Tablet,USA,2.0,2025-11-20,positive,0.919,4.333333333333333,1.0,9.0,14.0,review_000924,movie_0147,Smart TV,Amazing show! Couldn't stop watching.,3.0
user_02329,millernicole@example.org,Donna,Knight,32.0,Female,USA,Michigan,North Margaret,Standard,2025-05-05,7.62,Gaming Console,4.0,2025-06-08 05:37:05.880652,0,2025-11-17,126.4,48.037499999999994,0.0,3.0,2005.5,737.0,6.8625,7975749.5,27945327.0,12.0,55.25,0.5,0.125,session_009525,movie_0223,Laptop,completed,HD,USA,Dark Quest,Movie,Drama,Drama,PG-13,English,USA,2020-10-22,8,2025-09-24,afternoon,0.933,0.5,18.0,rec_018796,movie_0129,personalized,Smart TV,v1.3,2.0,2025-09-12,167.0,7.0,57.8,0.0,0.0,search_005719,romantic comedies,Mobile,USA,3.0,2024-11-10,positive,0.984,4.0,0.5,3.0,3.0,review_002378,movie_0387,Mobile,This movie exceeded my expectations.,2.0
user_02330,mcgrathrobert@example.org,Matthew,House,21.0,Male,USA,Illinois,Lake Lawrence,Standard,2025-07-06,344.49,Desktop,5.0,2023-05-03 12:12:41.719171,1,2025-12-13,562.0,53.36666666666667,0.36363636363636365,2.25,2006.090909090909,769.0,6.066666666666666,1843445.4,33410130.25,5.0,89.83333333333333,0.09090909090909091,0.36363636363636365,session_071171,movie_0468,Desktop,started,4K,USA,King Phoenix,TV Series,Action,Western,PG,English,USA,2023-06-17,11,2025-06-25,night,0.2813333333333334,0.0,12.333333333333334,rec_013289,movie_0015,genre_based,Laptop,v1.3,3.0,,,,,,,,,,,,,,,,,,,,,,,
user_02331,maria11@example.net,Victoria,Frye,22.0,Female,USA,Maryland,North Patriciabury,Premium,2024-09-15,25.77,Gaming Console,,2024-06-02 19:49:41.245675,0,2025-12-25,1329.5,32.04,0.3333333333333333,3.0,2009.2666666666667,1811.0,6.328571428571428,11305197.166666666,59244834.88888889,5.333333333333333,112.66666666666667,0.3333333333333333,0.2,session_003866,movie_0128,Desktop,stopped,4K,USA,A Quest,Movie,Biography,Documentary,TV-Y7,English,USA,2020-08-20,15,2025-06-04,night,0.527,0.25,3.0,rec_012310,movie_0251,personalized,Mobile,v1.2,4.0,2024-10-30,64.0,,6.1,0.0,0.0,search_020872,war movies,Laptop,USA,1.0,2024-04-30,positive,0.661,4.0,1.0,0.0,5.0,review_006672,movie_0522,Laptop,Absolutely loved this movie. Great acting and storyline.,1.0
user_02332,rivasedward@example.com,Lauren,Hogan,31.0,Female,USA,Michigan,Lawsonchester,Premium,2025-02-15,5.42,Laptop,1.0,2025-04-29 05:00:05.271019,1,2025-08-30,665.6,56.5625,0.0,2.5,2018.6666666666667,886.0,5.6499999999999995,624649.0,3996989.0,3.0,144.0,0.2222222222222222,0.3333333333333333,session_060887,movie_0791,Mobile,completed,4K,USA,City Fire,Movie,Documentary,Action,PG,English,USA,2021-05-06,9,2025-10-22,morning,0.694,0.0,15.0,rec_000176,movie_0666,trending,Laptop,v1.4,3.0,2025-10-14,127.0,5.0,23.799999999999997,0.5,0.5,search_000819,classic movies,Mobile,Canada,2.0,2024-04-02,positive,0.653,5.0,1.0,1.0,8.0,review_005663,movie_0649,Tablet,Absolutely loved this movie. Great acting and storyline.,1.0
user_02333,ehernandez@example.com,Mary,White,23.0,Female,Canada,Nova Scotia,Katherinefurt,Premium,2024-07-28,16.52,Mobile,,2024-11-09 09:20:57.989353,1,2025-10-20,168.7,64.82857142857144,0.0,4.0,2003.7142857142858,920.0,5.24,3331970.5,58855604.5,6.0,20.0,0.42857142857142855,0.0,session_059353,movie_0455,Smart TV,completed,HD,USA,Journey Quest,Movie,Fantasy,Western,PG-13,English,France,2025-02-22,7,2025-10-06,night,0.50975,0.2,9.8,rec_003952,movie_0247,trending,Smart TV,v1.2,5.0,2025-03-21,117.0,3.0,33.6,0.0,0.0,search_001422,classic movies,Mobile,USA,3.0,2024-05-01,neutral,0.521,3.0,1.0,5.0,5.0,review_004104,movie_0760,Mobile,Mixed feelings about this one.,1.0
user_02334,melissa18@example.org,Kimberly,Leon,35.0,Female,USA,Pennsylvania,South Brianside,Premium,2025-06-05,24.55,Gaming Console,4.0,2024-08-07 11:29:18.112387,1,2025-12-18,710.4,60.30833333333334,0.16666666666666666,3.5,2010.5833333333333,1458.0,6.0,12512754.166666666,52115813.8,6.0,9.0,0.08333333333333333,0.3333333333333333,session_012658,movie_0053,Desktop,paused,HD,USA,Adventure King,Movie,Animation,Adventure,TV-Y,English,USA,2020-12-09,12,2025-02-26,morning,0.44766666666666666,0.0,9.0,rec_010442,movie_0154,genre_based,Mobile,v1.3,3.0,2025-05-30,117.0,9.0,99.60000000000001,0.0,0.6666666666666666,search_005060,classic movies,Laptop,USA,3.0,2025-10-04,neutral,0.537,3.0,1.0,5.0,11.0,review_005448,movie_0408,Smart TV,Has its moments but overall average.,2.0
user_02335,renee08@example.org,Travis,Jefferson,44.0,Female,USA,Arizona,West Josephport,Standard,2025-04-16,13.14,Laptop,4.0,2024-10-29 03:13:23.870416,0,2025-12-08,511.3,35.4,0.3,2.5,2006.4,1182.0,7.122222222222222,5407405.0,53391304.0,7.0,58.333333333333336,0.1,0.0,session_085864,movie_0132,Desktop,paused,HD,USA,Dragon War,Movie,Adventure,Thriller,TV-PG,Spanish,France,2021-01-12,10,2025-04-14,night,0.49479999999999996,0.1,8.2,rec_000061,movie_0025,similar_users,Smart TV,v2.0,10.0,2025-09-27,362.0,4.0,146.9,0.0,0.8,search_000428,halloween movies,Laptop,USA,5.0,,,,,,,,,,,,
user_02336,kaitlynsnyder@example.net,Alyssa,Graves,7.0,Male,USA,Tennessee,West Loribury,Premium,2024-08-04,29.1,Smart TV,3.0,2025-07-11 06:32:27.462581,1,2025-04-08,419.8,52.82857142857143,0.14285714285714285,3.0,2006.2857142857142,615.0,5.8,19064032.0,34006512.5,3.0,54.0,0.2857142857142857,0.42857142857142855,session_008879,movie_0005,Laptop,stopped,HD,USA,Empire King,Movie,Thriller,Adventure,NC-17,English,Japan,2022-12-15,7,2025-08-13,night,0.4675,0.0,8.875,rec_003468,movie_0737,genre_based,Mobile,v1.4,8.0,2025-12-09,138.0,7.5,74.3,0.3333333333333333,0.6666666666666666,search_008081,classic movies,Laptop,Canada,3.0,2024-01-03,negative,0.258,2.0,1.0,6.0,6.0,review_003871,movie_0685,Smart TV,"Boring storyline, couldn't finish watching.",1.0
user_02337,nhicks@example.com,Kelly,Brown,34.0,Female,USA,Michigan,Edwardtown,Standard,2025-07-06,,Smart TV,4.0,2023-11-27 05:50:25.658847,0,2025-11-25,713.5,71.47692307692307,0.42857142857142855,,1998.4285714285713,1317.0,7.324999999999999,10192056.625,34798348.0,11.5,108.0,0.21428571428571427,0.14285714285714285,session_021689,movie_0043,Tablet,paused,HD,USA,Adventure Secret,Movie,Adventure,Adventure,TV-14,Japanese,USA,2022-12-12,14,2025-11-25,night,0.5421666666666667,0.14285714285714285,9.857142857142858,rec_001509,movie_0087,genre_based,Smart TV,v1.3,7.0,2025-08-16,91.0,5.0,3.4,0.0,0.0,search_001118,comedy shows,Laptop,USA,1.0,2025-08-29,positive,0.984,4.0,1.0,8.0,9.0,review_002285,movie_0103,Laptop,Not bad but not great either.,2.0
user_02338,pattersonchristian@example.com,Ronald,Moore,26.0,Female,USA,Massachusetts,Myersville,Standard,2023-07-10,11.77,Mobile,1.0,2025-03-08 11:12:44.539525,1,2025-10-15,309.8,48.25,0.4444444444444444,4.0,2008.5555555555557,811.0,7.0,2219903.6,18273457.4,6.5,133.0,0.4444444444444444,0.2222222222222222,session_011069,movie_0080,Smart TV,completed,SD,USA,Battle Dream,Movie,Mystery,Adventure,TV-14,English,USA,2021-02-22,9,2025-09-26,night,0.5753333333333334,0.16666666666666666,12.666666666666666,rec_006686,movie_0053,new_releases,Mobile,v1.3,6.0,2025-01-19,75.0,2.0,31.2,0.0,0.5,search_007168,classic movies,Mobile,Canada,2.0,2024-09-15,neutral,0.578,2.3333333333333335,1.0,9.0,16.0,review_007122,movie_0024,Smart TV,Could have been better.,3.0
user_02339,benjamin76@example.org,Gwendolyn,Bailey,46.0,,USA,Virginia,North Rachelfort,Standard,2023-02-14,,Mobile,7.0,2025-07-05 05:06:14.400266,0,2025-07-21,284.8,52.583333333333336,0.0,4.0,2002.0,430.0,6.3,11544683.0,24095143.0,3.0,120.0,0.5,0.0,session_008444,movie_0065,Mobile,paused,HD,USA,Day Queen,Movie,Action,Family,TV-PG,English,USA,2022-06-07,6,2024-11-18,morning,0.7184999999999999,0.0,12.5,rec_011838,movie_0403,new_releases,Mobile,v1.3,2.0,2025-12-20,98.0,7.0,30.3,0.0,0.5,search_009559,award winning documentaries,Laptop,Canada,2.0,2025-06-03,positive,0.757,4.5,1.0,4.0,17.0,review_000254,movie_0438,Laptop,Brilliant performance by the cast. Must watch!,2.0
user_02340,hkim@example.net,Samantha,Lloyd,36.0,Female,Canada,Saskatchewan,Freemanland,Premium,2024-12-24,6.14,Desktop,2.0,2024-03-31 06:14:05.209823,0,2025-11-21,407.9,42.71666666666667,0.16666666666666666,,2013.3333333333333,1459.0,6.0600000000000005,4641680.0,13555077.5,7.0,6.0,0.3333333333333333,0.3333333333333333,session_005196,movie_0362,Mobile,paused,HD,USA,A Adventure,Documentary,Biography,Adventure,TV-Y,English,USA,2021-03-03,6,2025-10-01,morning,0.5296,0.5,8.666666666666666,rec_003930,movie_0404,new_releases,Laptop,v1.3,6.0,2025-10-21,41.0,1.0,3.3,0.0,0.5,search_014300,animated shows,Tablet,USA,2.0,2025-05-25,positive,0.604,3.5,1.0,12.0,12.0,review_005711,movie_0424,Smart TV,Outstanding direction and screenplay.,2.0
user_02341,brenda14@example.org,Stephanie,Rodriguez,14.0,Female,USA,Virginia,Cranestad,Premium+,2024-03-10,8.12,Smart TV,3.0,2023-11-09 08:49:53.036034,1,2025-09-04,1273.3,49.22,0.2,,2008.1,623.0,7.6625,3063162.5,22286067.0,5.0,108.33333333333333,0.4,0.3,session_010923,movie_0545,Desktop,paused,SD,USA,Little Mission,Documentary,Western,Crime,TV-PG,English,USA,2022-02-22,10,2025-11-16,night,0.456,0.25,8.0,rec_019710,movie_0084,genre_based,Smart TV,v1.4,4.0,2025-12-03,167.0,3.0,26.5,0.0,0.3333333333333333,search_001975,biographies,Smart TV,Canada,3.0,2024-10-21,positive,0.872,3.5,1.0,8.0,12.0,review_008952,movie_0058,Smart TV,Could have been better.,2.0
user_02342,kristen08@example.net,George,Reed,17.0,Male,Canada,Newfoundland and Labrador,Haileyfurt,Standard,2022-11-09,26.59,Gaming Console,3.0,2023-08-13 01:43:41.032013,0,2025-12-23,979.2,40.13333333333333,0.06666666666666667,2.6666666666666665,2007.3333333333333,1523.0,6.293333333333334,4543245.4,37839671.4,5.0,102.66666666666667,0.26666666666666666,0.13333333333333333,session_026915,movie_0043,Smart TV,stopped,HD,USA,City Queen,Movie,Animation,Thriller,PG-13,English,USA,2022-12-12,15,2025-07-11,night,0.6728333333333333,0.5,14.125,rec_012264,movie_0555,genre_based,Smart TV,v1.4,8.0,2025-11-10,249.0,7.5,167.5,0.0,0.25,search_006796,biographies,Smart TV,USA,4.0,,,,,,,,,,,,
user_02343,brucerobinson@example.org,Michele,Hernandez,35.0,Female,USA,Florida,Port Chadfurt,Basic,2024-09-26,7.02,Smart TV,1.0,2024-09-28 02:14:12.133187,0,2025-11-03,345.20000000000005,44.21666666666667,0.3333333333333333,,2006.6666666666667,567.0,6.05,4799194.5,38812231.0,9.0,91.0,0.3333333333333333,0.0,session_037563,movie_0033,Desktop,paused,4K,Canada,Dragon Ice,Movie,Horror,Family,TV-MA,English,USA,2021-02-19,6,2025-07-28,night,0.5012000000000001,0.2,10.0,rec_001545,movie_0090,new_releases,Laptop,v1.3,5.0,2025-07-01,136.0,9.0,22.0,0.0,0.5,search_010656,new releases,Mobile,Canada,2.0,2025-09-24,positive,0.751,4.333333333333333,1.0,7.0,18.0,review_009196,movie_0026,Laptop,Absolutely loved this movie. Great acting and storyline.,3.0
user_02344,pereznathan@example.com,Nicole,Stewart,43.0,Male,Canada,British Columbia,Nolanland,Standard,2024-09-12,9.64,Desktop,1.0,2025-07-14 16:26:24.908906,1,2025-12-15,730.4,51.711111111111116,0.0,3.5,2012.3636363636363,837.0,6.51,3120111.3333333335,77886653.0,10.2,85.0,0.36363636363636365,0.18181818181818182,session_001233,movie_0096,Smart TV,started,4K,USA,An Ice,TV Series,Animation,Drama,G,English,USA,2020-09-20,11,2025-11-19,night,0.47550000000000003,0.25,10.5,rec_006503,movie_0372,new_releases,Tablet,v1.4,4.0,2024-06-13,35.0,7.0,84.8,0.0,0.0,search_011058,true crime,Mobile,USA,2.0,2024-05-01,positive,0.985,4.0,1.0,4.0,11.0,review_000481,movie_0318,Mobile,Amazing show! Couldn't stop watching.,2.0
user_02345,amber63@example.com,David,Sanchez,35.0,Female,USA,Missouri,Lopezberg,Premium,2024-06-10,12.5,Tablet,2.0,2023-07-26 12:34:27.798359,0,2025-10-14,991.2,58.800000000000004,0.2222222222222222,2.0,2011.2222222222222,784.0,7.222222222222222,12862598.0,11588381.5,6.0,132.0,0.1111111111111111,0.4444444444444444,session_049026,movie_0652,Desktop,started,HD,USA,Our Night,Movie,History,Music,TV-MA,English,USA,2024-10-15,9,2025-03-11,night,0.362,0.25,11.75,rec_009170,movie_0188,similar_users,Tablet,v1.3,4.0,2025-06-24,45.0,2.0,31.6,0.5,0.0,search_002111,biographies,Mobile,USA,2.0,2025-01-15,neutral,0.584,3.0,1.0,0.0,0.0,review_008825,movie_0133,Tablet,Decent watch but forgettable.,1.0
user_02346,brandon80@example.com,Andrew,Hansen,33.0,Other,Canada,Ontario,Port Susan,Standard,2025-04-26,26.94,Smart TV,6.0,2024-06-29 22:44:39.901194,0,2025-12-08,682.8,70.02727272727272,0.2857142857142857,3.6666666666666665,2005.642857142857,1113.0,5.736363636363636,4201889.5,30049182.0,8.333333333333334,90.33333333333333,0.5,0.07142857142857142,session_004814,movie_0193,Desktop,started,HD,USA,A Quest,Movie,Adventure,Animation,TV-MA,English,USA,2020-12-01,14,2025-07-23,night,0.6125,0.0,13.0,rec_009757,movie_0045,trending,Laptop,v1.3,2.0,2025-07-07,123.0,10.0,42.099999999999994,0.0,0.0,search_010660,drama series,Smart TV,Canada,2.0,2025-03-23,negative,,2.0,0.0,2.0,7.0,review_013479,movie_0434,Smart TV,Confusing plot. Hard to follow.,1.0
user_02347,fischertina@example.net,Samuel,Fernandez,37.0,Other,USA,Virginia,Port Jennifer,Premium+,2025-06-13,8.9,Mobile,7.0,2023-06-02 04:55:12.444357,0,2025-09-13,695.7,50.379999999999995,0.2,,2008.2,513.0,6.36,,,8.333333333333334,100.71428571428571,0.5,0.6,session_003788,movie_0198,Tablet,started,HD,USA,A Mystery,TV Series,Animation,Documentary,PG-13,English,USA,2021-06-11,10,2025-10-23,night,0.40166666666666667,0.16666666666666666,9.666666666666666,rec_000425,movie_0025,personalized,Laptop,v1.4,6.0,2025-10-19,123.0,,21.700000000000003,0.5,0.0,search_002137,short episodes under 30 minutes,Tablet,USA,2.0,,,,,,,,,,,,
user_02348,jacquelineedwards@example.net,Aaron,Clay,,Female,USA,New Jersey,Annettebury,Premium,2023-09-14,21.08,Desktop,3.0,2023-06-10 22:38:02.998377,0,2025-12-09,554.7,41.5875,0.36363636363636365,3.0,2009.8181818181818,995.0,6.136363636363637,65532879.0,17236484.6,4.0,81.66666666666667,0.18181818181818182,0.36363636363636365,session_073225,movie_0996,Tablet,completed,4K,USA,Secret Mission,Movie,Sci-Fi,Western,NC-17,English,USA,2021-05-28,11,2025-12-28,night,0.5076,0.3333333333333333,7.333333333333333,rec_000486,movie_0033,new_releases,Mobile,v1.2,6.0,2025-09-08,207.0,3.5,119.6,0.0,0.0,search_002682,christmas movies,Mobile,USA,5.0,2024-09-28,positive,0.921,3.75,0.5,7.0,18.0,review_001050,movie_0247,Laptop,Incredible story telling. Kept me engaged throughout.,4.0
user_02349,reidstacey@example.net,Brian,Smith,13.0,Female,Canada,British Columbia,East Melindachester,Basic,2023-09-09,11.1,Tablet,2.0,2022-08-07 20:57:18.729816,0,2025-12-19,1046.7,52.9076923076923,0.23076923076923078,4.142857142857143,2012.4615384615386,1480.0,6.511111111111111,2279175.6,6422141.333333333,9.0,118.0,0.38461538461538464,0.07692307692307693,session_016890,movie_0875,Mobile,completed,4K,USA,Empire Dragon,Movie,Comedy,Crime,G,English,USA,2024-01-10,13,2025-05-23,night,0.6702857142857143,0.0,10.625,rec_001851,movie_0012,genre_based,Laptop,v1.2,8.0,2025-11-01,107.0,6.0,29.0,0.0,1.0,search_002479,christmas movies,Mobile,Canada,2.0,2025-10-05,neutral,0.505,3.0,1.0,7.0,7.0,review_012723,movie_0149,Laptop,It's fine for background watching.,2.0
user_02350,samantha01@example.net,Ruth,Evans,26.0,Female,USA,Indiana,New Justinfort,Standard,2022-08-28,16.77,Gaming Console,5.0,2024-02-13 11:00:43.324335,1,2025-04-11,849.7,48.9,0.46153846153846156,3.0,2010.6923076923076,1033.0,7.2272727272727275,3252815.3333333335,33753014.333333336,5.5,101.0,0.23076923076923078,0.38461538461538464,session_033286,movie_0590,Tablet,completed,HD,USA,Secret City,Movie,History,Fantasy,G,English,USA,2021-05-19,13,2025-11-09,night,0.5760000000000001,0.8,13.4,rec_031465,movie_0983,personalized,Laptop,v1.3,5.0,2025-03-08,181.0,5.0,54.0,0.25,0.5,search_004358,family movies,Mobile,USA,4.0,2025-04-11,positive,0.628,4.0,1.0,3.0,6.0,review_009264,movie_0021,Laptop,This movie exceeded my expectations.,1.0
user_02351,wallacemaxwell@example.org,Alexander,Hayden,,Prefer not to say,USA,Tennessee,West Meganton,Standard,2023-02-24,,Laptop,3.0,2023-05-07 04:03:55.626317,0,2025-12-20,398.2,76.32857142857142,0.0,3.0,2009.4285714285713,718.0,5.46,37983685.0,9317039.5,5.0,23.0,0.42857142857142855,0.14285714285714285,session_031351,movie_0571,Laptop,completed,4K,USA,City Princess,Documentary,Family,History,TV-G,Japanese,USA,2024-11-04,7,2025-10-18,night,0.61175,0.2,9.0,rec_003987,movie_0232,similar_users,Laptop,v1.4,5.0,2025-07-22,214.0,4.2,145.0,0.0,0.0,search_017252,romantic comedies,Mobile,Canada,6.0,2025-07-17,positive,0.912,4.5,1.0,10.0,11.0,review_013268,movie_0613,Laptop,Amazing show! Couldn't stop watching.,2.0
user_02352,owenangela@example.com,Alexander,Martinez,48.0,Male,USA,Tennessee,Christophertown,Premium+,2024-10-30,12.65,Laptop,4.0,2022-11-22 15:30:21.540573,1,2025-09-05,260.7,36.166666666666664,0.2222222222222222,,2005.0,739.0,6.344444444444445,2606181.0,28984417.5,8.0,114.5,0.4444444444444444,0.0,session_020648,movie_0148,Tablet,paused,HD,Canada,Adventure Princess,Movie,Action,,TV-Y,English,USA,2020-12-17,9,2025-12-01,morning,0.5875,0.5714285714285714,11.714285714285714,rec_013899,movie_0299,personalized,Laptop,v1.3,7.0,2025-11-29,55.0,9.0,9.9,0.0,0.0,search_004621,family movies,Mobile,Canada,1.0,,,,,,,,,,,,
